帧,流量,密度,平均速度,TPI
35,11,3,15.27622452577314,2.332799153104884
86,14,2,27.5076552215833,0.8776777572780525
119,16,1,36.0,0.8888888888888888
152,23,5,31.1172902845922,0.9054102328899968
185,28,3,20.30689923958003,0.9004680660488891
218,21,2,19.03125,1.2811009461255767
251,24,6,32.53534636948168,0.6556971329293764
284,25,3,12.375,1.8682828282828283
318,27,3,32.06882829172034,0.6675456681070715
351,26,3,28.125,0.7001709401709402
384,27,2,24.78960496073045,0.6723248189339265
417,34,7,23.74696230356637,0.8025794325091201
450,34,4,17.95963511761214,0.9465671150149886
483,32,2,24.27284885937005,0.6591727280427373
516,32,2,18.60927854897435,0.7556714228867866
582,33,5,25.97057369371236,0.5250697884916221
615,39,5,23.97152870985488,0.3080577577674265
648,31,2,24.27284885937005,0.21529431843331337
682,30,1,36.0,0.18518518518518517
744,27,3,25.29203868098625,0.49495885548876467
777,29,2,33.00793745793205,0.6769531605749353
815,23,2,25.29203868098625,1.980344769889701
848,23,3,36.0,1.7608695652173914
881,23,4,23.5235198851863,3.7852956825965407
914,32,6,21.94999770969119,3.1007975900584985
947,34,7,24.42832926271171,2.3140924275568215
980,39,3,8.773363094478901,3.6532492393312666
1013,46,7,20.58207545369492,1.0224177006936301
1046,48,4,12.19084554935702,1.1073883222736776
1079,46,4,25.247681078307,0.5579505095160106
1112,43,2,36.0,0.29069767441860467
1160,34,2,25.8134451525652,0.5833713183346741
1193,33,4,29.0625,0.7528185076572174
1226,30,4,20.20913954374802,0.9533640274470309
1259,28,3,18.0,0.6706349206349206
1292,27,3,29.5,0.5649717514124294
1325,33,5,30.306528872037,0.33796098146609743
1358,34,2,24.27284885937005,0.24234291472159455
1401,32,1,36.0,0.1736111111111111
1434,33,5,25.26142442968503,0.23991545201561015
1467,31,1,36.0,0.14516129032258066
1500,27,2,32.4375,0.22835938057518018
1533,22,2,36.0,0.42676767676767674
1566,21,1,14.4375,1.292929292929293
1599,24,4,27.19675038078887,0.8855224611814365
1632,22,2,33.50308689019705,1.0853816689433564
1665,27,5,22.3497608062564,1.9090435480062469
1698,26,3,23.0342894895206,2.2575039713578873
1731,30,5,20.53604486947537,2.194515397346713
1764,34,6,30.07140110097763,1.5336048660973176
1797,42,7,31.49351835011118,0.8709275071667119
1830,49,7,24.02595060226736,0.8222401838681884
1863,45,3,28.8125,0.3470715835140998
1896,47,6,36.0,0.1702127659574468
1929,48,2,8.417348837048639,0.17820337840791478
1962,46,4,28.43542748036523,0.02446427697960208
35,10,4,25.99777476780185,2.2232672032986875
68,15,4,30.609375,1.2588735749532074
101,20,3,27.83539126013137,0.9196924792886557
134,25,3,26.16601668007177,0.7826946015668375
167,30,3,28.8613591206575,0.5913327433859901
200,29,4,32.42960092443008,0.6145938868999169
233,28,3,29.5,0.6997578692493946
268,24,3,36.0,0.75
301,29,4,29.5,0.6756282875511397
334,28,4,26.2785579618521,0.6958416178033505
367,30,4,28.84792748036523,0.4529499277048667
400,31,4,29.859375,0.48614979490555527
433,31,2,14.51078868098625,0.8714317028744113
466,27,2,23.15625,0.6269805568051182
512,24,2,24.1875,0.6752799310938846
545,23,5,27.29365996949518,0.7168411057062869
578,23,2,21.625,0.5790399597888917
611,25,2,26.3142033029329,0.513790968487847
644,24,2,24.1875,0.8819982773471146
677,28,3,22.48177023522426,1.2708709444358204
710,26,2,22.61189020359332,1.959486443139161
743,28,4,23.19892442968503,1.9243502981428204
776,27,5,23.11328107056729,2.003017059972957
809,35,7,27.34881683745573,1.105297227599686
842,45,8,20.40794481007581,0.8711204358510678
875,46,3,22.3125,0.38192668371696503
908,45,5,18.26232418812115,0.47699904028520707
941,45,3,20.36379847916007,0.3688462699529187
974,41,3,22.38057591559503,0.49040783389535725
1009,31,1,36.0,0.45878136200716846
1042,27,3,36.0,0.9074074074074074
1075,29,3,19.02593681438887,1.7544108692500018
1116,29,5,24.32284636948168,1.9167448146064123
1149,29,3,19.87723139162762,2.1684834988648087
1182,32,5,22.91710443699198,1.7045128937382985
1215,31,4,30.13642442968503,1.1324844570627524
1248,42,7,29.84155808655225,0.6382917068999369
1281,44,4,30.33253626605545,0.38362646414720236
1314,44,4,25.91090831312673,0.34383553063546884
1347,44,4,20.90204942968503,0.48929521297313483
1380,42,1,36.0,0.2976190476190476
1413,35,3,25.53729673453111,0.503465303739751
1446,29,2,36.0,0.553639846743295
1479,28,5,20.71419351311317,0.9965561599001734
1512,28,4,27.83351934049313,0.5774127365937272
1545,27,1,10.3125,1.6161616161616161
1579,28,5,26.41037429982684,0.692368615382864
1612,27,2,12.44828868098625,1.5233389463346356
1645,30,3,23.73030220195526,0.8119014457843351
1678,28,4,25.36318166166027,0.9124587542516625
1711,27,2,36.0,0.9074074074074074
1744,32,5,31.6875,0.9546351084812623
1777,32,3,35.791889449035,1.0913785385826615
1810,33,4,27.99220643244825,1.578361401715126
1843,38,6,27.55434472056656,1.1938130692526554
1876,39,3,18.875,0.8802852776362711
1909,45,7,24.42029766543353,0.4094954179921734
1942,44,6,24.78077908749604,0.08987904373016953
1975,45,2,24.27284885937005,0.0073241414226970815
35,10,1,19.7383177570093,2.5939393939394
82,16,3,21.39216844509853,1.6887021104341164
115,19,3,15.7950622704541,1.4994692721546883
148,24,3,24.66349001803744,0.7602330402666996
181,33,6,28.2,0.5501826778422523
214,28,3,34.5,0.3498964803312629
247,30,2,30.26006191950465,0.4318122911124752
284,30,3,27.84910814453806,0.7756083206648873
317,30,4,26.51489230648643,1.0057241175421674
350,29,2,24.75,1.114594218042494
383,27,3,25.6662535410765,1.3968478802126
416,28,6,27.9,1.2391193036354329
449,33,5,28.80175165520358,0.8416996484324726
482,39,4,26.25,0.5645909645909646
515,40,4,18.03214285714285,0.7098435333729455
548,39,3,30.2305056556267,0.2866861297456852
581,42,4,15.94880551956508,0.5852057899811829
614,34,2,26.25,0.2711484593837535
647,26,3,31.5625,0.35095201827875094
680,22,1,22.6875,0.9015777610818934
713,28,4,28.546875,0.8106966924700915
756,27,1,36.0,0.5946502057613169
808,26,3,25.83193623543105,1.3132223854187155
841,31,6,34.04638939915613,1.1843423445706323
874,37,4,23.44678226091753,1.4408707944585033
910,33,3,25.19552932640923,1.62607010310967
943,34,6,21.79147011526872,2.1163164676306114
976,41,6,27.48214285714286,1.492765337010095
1009,40,6,19.3176402067042,1.749696113931643
1042,40,6,26.98818132117316,0.8170243017709762
1075,54,7,30.94705897543414,0.5277830551296903
1108,63,7,25.28387193715415,0.5537126605766135
1141,62,4,26.428125,0.488238412920009
1174,60,1,16.6284066058658,0.9702272572311393
1208,55,5,20.72710908771811,0.9280775025091262
1241,46,4,27.75416011757962,0.6266197310294521
1274,41,4,15.88534636948168,0.887456946025014
1307,41,6,24.11427923607172,0.4551498159513524
1340,36,2,30.4283950060713,0.262912322467346
1373,36,2,36.0,0.3472222222222222
1406,38,3,28.3639342342809,0.363693886344457
1439,34,3,30.31515444791177,0.6286896397694128
1472,30,3,28.8125,0.925524222704266
1505,34,5,25.58738916610686,0.9195706373932444
1538,34,1,14.4375,1.6297428062133945
1571,37,6,29.78387350294614,1.045368901800343
1604,41,5,22.27834554935702,1.1582941826452302
1637,43,2,24.0,0.8546511627906976
1670,44,4,21.43121141958974,1.2216676728729403
1703,43,5,33.02341121495328,0.8112637879846754
1736,45,6,31.92672413793104,0.7364085024676357
1769,44,2,13.76710126737583,1.7465880491803696
1802,37,5,21.25166386142918,1.4650681159908618
1835,35,6,23.22572599265608,1.4171477664333565
1868,34,4,22.98423645763358,0.9239068766452037
1901,34,4,17.0734739216022,0.7751963178917626
1934,32,4,16.67771913730131,0.3747514842135265
1967,39,6,24.0578093028286,0.07673823592644342
35,13,5,31.46936534786393,2.1559428700318257
68,18,2,20.71034885937005,2.1460017282295225
101,24,5,33.98195351303795,1.4125144389236983
134,30,4,26.82628461331855,1.8116560194799158
167,38,6,28.8125,1.4321269551318643
200,38,4,24.22414434049313,1.8272330808707435
233,36,6,31.74651463331345,1.3719791308948983
266,45,6,26.38962579032011,1.2277551890062999
299,49,5,23.13861041731316,1.1024950773424569
332,53,6,23.2954136275482,1.0950410398421835
365,50,3,20.7047904997114,1.3059779571484633
398,53,5,17.59480337042428,1.68145702100358
431,48,5,32.43068410956532,0.868519041149644
464,44,4,16.88796840719443,1.6822089089761902
497,47,7,18.3985861089412,1.119419968409535
530,39,4,11.71768830077111,1.4179746199846603
580,35,1,11.55,1.6029684601113172
617,35,5,21.609375,0.9546121268464002
655,35,2,24.0,0.7714285714285715
688,31,2,18.9092894895206,1.364749935591445
721,26,4,24.4875,1.2565280559154983
754,28,4,25.25335405805002,0.9164270650804853
787,28,2,16.8125,1.0876261285183217
820,26,5,29.4375,0.8466438020578148
853,28,3,25.1113591206575,0.9216091025443145
886,27,3,28.8613591206575,1.026619346156233
919,24,2,36.0,1.3333333333333333
952,28,5,30.09487163391292,2.280882204046545
985,29,5,22.90294325641413,3.9025250747978117
1018,30,4,21.85068132117316,4.40565972528211
1051,31,7,27.2567343866051,3.978892385454755
1084,41,10,29.68011091855027,2.8992068366571977
1117,53,10,27.43090773619725,1.8832908431360664
1150,58,7,23.62557431125781,1.5894523300556243
1183,66,8,25.36767566910455,1.380903141747695
1216,71,7,26.90162458000696,1.0722426943677075
1249,69,5,20.578125,1.4423646187536452
1282,63,5,25.29948352431592,1.7178341770711145
1315,58,7,20.65091333617099,2.1640522356044114
1348,51,4,20.09094961979002,1.756717244081552
1381,53,9,25.22420746975646,1.346415509453122
1414,56,8,25.0914008158718,0.7529614341382761
1447,55,5,21.95310559006212,0.4787063436641163
1480,48,3,36.0,0.2962962962962963
1513,51,6,32.05762614678898,0.48931491177724407
1551,48,1,36.0,0.46296296296296297
1584,45,5,25.48007858268273,0.9227252198150674
1617,43,4,19.87546591907755,1.237940849435576
1650,45,6,27.99501352175982,0.8398321041294198
1683,49,6,34.6411829710946,0.5702779277861394
1716,49,4,22.45730693669628,0.6561202515994403
1749,45,3,27.50557591559503,0.6463335954982926
1782,40,4,23.78765106999077,1.2107122269139277
1815,42,5,26.40569073493018,1.3146516810622455
1848,36,3,36.0,0.8888888888888888
1881,40,5,35.4,0.6228813559322034
1914,49,7,30.97994596223591,0.3372820470563081
1947,56,7,27.69773208457568,0.10444382717053279
1980,60,3,26.25,0.005079365079365079
35,14,3,19.71686809332103,3.195233629490115
68,22,5,22.84653795779752,1.75479143338766
101,27,4,23.70334554935702,1.3781458232824348
134,29,1,18.0,2.3946360153256707
167,34,5,22.65,2.036099207895079
200,27,2,24.0,2.595679012345679
233,37,5,27.31201329101463,2.1552737338565517
266,38,7,21.06943418224456,3.4197706001837913
299,42,4,22.67568132117316,2.721606678105002
332,45,4,16.79973054022997,3.8201670928050047
365,48,6,22.6548681945675,2.7974119935598187
398,51,9,17.37776483150594,3.089365924233855
431,56,8,31.83221043577981,1.221808244241219
464,55,7,25.67636423484134,1.2746069664669932
497,63,6,30.85714285714286,0.8065843621399176
530,64,4,27.89245585055894,0.8783737126363165
563,63,7,24.39333056457903,1.4172492140793973
596,54,5,33.35172413793104,1.4392059553349872
629,52,6,31.05354916759808,1.8838426385425893
662,57,7,26.99809265811587,2.292559612484297
695,66,10,28.84276722769743,2.034016576964558
728,74,9,27.38282758213532,1.6591578169258443
761,82,8,28.11568549342118,1.1242747791071066
794,87,8,30.53296576866698,0.6776169511068453
827,84,9,32.52664002612443,0.4948324844592272
860,74,7,19.8508190312475,0.4915039899058314
893,62,3,23.671875,0.4415202810603641
933,50,2,18.0,0.72
966,40,4,28.42499691534048,0.7036060570056333
1004,33,3,36.0,0.7424242424242424
1037,31,6,31.04094961979002,1.2990124702710064
1070,29,3,18.17041471962617,2.1861987491197867
1103,32,3,27.0,1.0208333333333333
1136,36,5,29.38790295356674,0.9149645325620436
1169,39,5,29.40350877192984,0.8441343859004952
1202,42,5,24.45956039081208,0.9422744595310302
1235,39,1,36.0,0.6894586894586895
1268,44,5,26.7030630494961,1.4315688300033464
1301,47,6,29.2125,1.0619178980143664
1334,56,6,29.88909144937637,0.8710774741952725
1367,65,5,30.84306730684546,0.674381694695571
1400,67,9,30.28002777680216,0.6161393429171009
1433,67,3,21.36724894321017,0.6160914369213061
1466,61,5,21.495,0.8068975247770163
1499,54,5,28.43433229990599,0.630432455274682
1532,49,4,30.13642442968503,0.5417540707371679
1565,48,4,33.72292748036523,0.40032111707562207
1598,42,5,35.2003265222828,0.39095957684350136
1631,44,4,22.69168193669628,0.3926148327807911
1664,42,3,29.54280220195526,0.2724054066572745
1698,36,2,31.44585496073045,0.29857317921912835
1746,33,3,28.8613591206575,0.3548836421599159
1779,26,2,33.6256017135777,0.38661018204919506
1812,25,3,15.50557591559503,0.8719443943002466
1854,22,3,24.0,0.3787878787878788
1887,24,1,18.0,0.22685185185185186
1920,27,3,28.8613591206575,0.06416370913476456
1953,26,2,36.0,0.008547008547008548
35,10,5,26.50625758443496,3.3275161428972506
68,14,2,30.1096745249762,1.712785986067358
101,26,6,22.99221305061155,1.3382457226496676
134,36,7,21.49462834516724,1.033850032918507
167,43,4,22.20598416472038,0.4105325394337115
200,40,3,23.08693640312697,0.36600785190604607
233,39,3,36.0,0.32051282051282054
266,37,4,22.71019360445838,0.7711741176030894
299,30,1,32.5161290322581,0.5925264550264544
355,27,4,28.8092894895206,0.7430730777027447
388,30,5,35.75687665465522,0.41949972713981815
421,34,5,33.08033628705969,0.34852764689746935
454,37,3,33.4140186915888,0.23294964474725602
487,33,1,36.0,0.16835016835016836
522,33,1,36.0,0.16835016835016836
555,31,4,24.85301642504123,0.2595907391235349
588,31,3,32.9375,0.1958743955438575
621,21,1,14.5840773619725,0.528952605147341
667,21,1,16.6284066058658,0.8247504429827867
719,22,1,36.0,0.494949494949495
753,30,5,32.76456038079718,0.5880337304314504
786,29,3,36.0,0.43103448275862066
819,29,4,18.32392442968503,1.2194346070325388
852,37,4,36.0,0.6006006006006006
885,38,4,21.7821544875946,1.3917718511706314
918,38,2,36.0,1.2295321637426901
951,32,5,24.75072178166345,3.4569698918190297
984,39,6,35.81545763966506,2.2909460735303164
1017,49,7,27.56259656064121,2.252386944621627
1050,58,9,29.50341112879561,1.687706659779327
1083,68,11,27.30222170256956,1.1031207418548283
1116,78,7,22.85907068554631,0.6460993525239541
1149,79,5,25.29,0.32433893418622467
1182,70,5,25.78463511761213,0.2493179135267425
1215,60,2,16.125,0.20671834625322996
1248,47,3,9.28125,0.5547675334909378
1282,39,2,18.0,0.48148148148148145
1315,26,2,18.0,1.235042735042735
1348,21,1,12.5456977187401,2.4595796542307955
1383,20,4,34.00224988952935,1.176392742537828
1416,25,4,30.609375,0.9435017866258295
1449,31,6,26.66272017885067,0.6992970396588509
1482,37,3,29.54280220195526,0.41167936876878997
1515,38,3,23.4614212927509,0.6483207528645853
1548,40,3,25.0910962729197,0.5101411218056173
1581,38,2,13.5648875403563,1.121316064769229
1614,37,5,22.37522320859175,0.8721036358654344
1647,32,5,26.99071901858845,1.0211843552970103
1680,33,1,18.0,1.3468013468013469
1713,32,3,12.92272665146645,3.525765206434173
1746,31,3,20.8754725762826,2.9699926444031983
1779,32,5,22.02475385553208,3.884833427026418
1812,27,3,22.6691829618521,4.473359607977786
1845,35,9,32.01992678163532,2.3128454778234384
1878,47,8,30.54073632153236,1.0157344036880185
1911,55,10,25.09602464100849,0.5230817595637014
1944,56,6,28.00684984520123,0.10329105768219102
1977,62,5,35.63091527933013,0.008148052845939113
35,17,5,27.83351934049313,2.434643821119904
68,30,6,24.90244800594053,1.6731956093925784
101,34,2,16.8125,1.2630658211239887
134,40,5,32.12568132117316,0.5618557881947157
167,51,7,29.9102210275258,0.4248006840620869
200,43,5,13.33059866641282,1.1304644164128637
233,35,1,29.7,0.49254449254449256
267,36,5,26.83463511761214,0.5983146588424433
300,41,4,33.0455440939603,0.37789678519262637
333,38,5,36.0,0.28654970760233917
366,39,3,30.7819307486795,0.2815504569036318
399,37,2,24.27284885937005,0.43647923883910983
432,35,2,27.18260869565215,0.607531304268349
465,27,2,18.0919810807107,1.4780438151823612
498,30,4,32.671875,0.7366172485254264
531,27,4,32.93213366418738,0.8119953906849473
564,27,5,29.04084198429218,0.9207977081106832
597,30,5,30.09375,0.7997230875735548
630,32,2,15.54203868098625,1.6085405855143307
667,30,4,34.0846292999944,0.7823663397351677
700,31,4,36.0,0.8673835125448028
733,37,5,31.47158796900398,0.8312946327312429
766,36,5,28.63121141958974,1.2127402404798335
799,34,2,36.0,1.0212418300653594
832,40,6,25.25208677769459,2.0275552056642483
865,41,3,26.75044641718353,1.9858341947291225
898,40,7,22.13927898092605,2.3126317728825323
931,38,3,16.14476407005539,2.555822910492074
964,39,7,19.58947078048305,2.2016013404085255
997,43,5,14.55122212178385,1.9977543603256311
1030,38,2,24.0,1.1600877192982457
1063,36,3,21.609375,1.737928818189122
1096,42,6,24.07326780707398,1.337187641015523
1129,49,6,28.97951465178108,0.6816919564800985
1162,49,4,15.27240384370132,1.2935162167652978
1195,47,4,18.34375,1.122766319910109
1228,46,4,21.13642442968503,0.7425878594616647
1261,42,2,7.538225417610365,3.0574329859885245
1294,34,5,28.6125,1.6118006835761827
1327,35,5,26.99663954374802,1.3229159746497618
1360,36,3,21.6738591206575,1.3559601326779014
1393,43,7,31.94685028975782,0.7046587598713601
1426,52,9,33.17105757940607,0.37567504236811217
1459,56,2,29.7738293141851,0.26989186378810337
1492,50,3,29.5,0.391864406779661
1525,44,3,15.46875,0.8492194674012856
1558,41,3,32.97122518435043,0.5340946840495125
1591,36,5,29.48189274076289,1.0854119944529705
1624,35,3,26.6625,1.6802625410220347
1657,37,2,20.2785962729197,2.3990146060363498
1690,39,4,23.91117098523908,1.930221074590533
1723,43,8,25.98486974245386,1.8329092063498056
1756,51,10,26.19132484721065,1.1738657062431879
1789,48,6,25.14593730715047,0.8019850849199442
1822,47,4,26.4863591206575,0.5799854203320277
1855,53,7,32.88489794864505,0.2937633370058429
1888,53,4,34.60908384102915,0.10903452177450546
1921,44,3,17.39708066494184,0.09405966827878169
1980,36,3,29.5,0.01694915254237288
47,6,4,28.84651674955312,9.059441581881176
80,13,5,32.94557369371236,4.487587777971223
113,21,4,33.05831040802633,3.3303346945555856
146,29,5,33.44464285714286,2.245604732472783
179,43,10,32.80916351962825,1.4516647749416272
212,58,7,25.2106206105874,0.997116708183133
245,68,8,28.86022665146644,0.6369441641319344
278,68,4,36.0,0.47058823529411764
311,64,4,34.73520125275893,0.5622898182704119
344,60,5,30.50078107056729,0.7967009088645625
377,51,5,26.175,1.1745978238477817
410,51,8,29.37498588165962,1.0466421384192561
443,47,6,30.64601934049313,0.7997984346856428
476,48,6,32.82873277583241,0.6714138744610064
509,53,6,24.67126551115578,0.61181862016021
542,55,5,35.75687665465522,0.29390405125674535
575,57,3,36.0,0.21929824561403508
608,54,3,14.66063178273153,0.49515323533395045
641,50,2,22.3125,0.2581512605042017
690,42,3,24.0,0.3353174603174603
723,37,3,28.18189923958003,0.27619798501202
756,29,2,30.375,0.2270469703419895
794,23,1,36.0,0.2922705314009662
827,24,5,25.89797201691132,1.0425526748723437
860,25,2,23.15625,1.5235627530364373
930,21,1,36.0,1.6534391534391535
963,20,3,28.8125,4.012147505422994
996,29,8,34.05277698305855,2.7725725026895653
1029,38,7,29.94052733958537,1.8000597060576562
1062,47,6,29.02617270167302,1.408853225038503
1095,57,10,35.09927135993261,0.8997037871410013
1128,66,6,23.37891127785049,0.6273460082190427
1161,61,3,27.4375,0.4779864819448075
1194,53,6,27.6700878112695,0.5455110849519557
1227,50,5,21.86584554935702,0.5927051835587991
1260,43,2,23.25836387339255,0.6479289568214298
1293,39,4,24.64441322194374,1.1007851915114695
1326,40,3,36.0,0.8
1359,44,4,30.09375,0.8700084961767205
1392,41,5,35.7478716074238,0.6604520782898278
1425,44,8,28.8919069569998,0.8322557102666054
1458,53,6,30.3953923794715,0.5475010562851507
1491,52,3,23.0488591206575,0.667478390322016
1524,45,2,35.2710280373832,0.4548901843019487
1557,47,6,26.29231755880607,0.6473859353658901
1590,46,5,23.91318132117316,0.525451516573367
1623,38,4,17.21342005354268,0.8836434751767419
1656,31,2,36.0,0.5806451612903226
1689,31,3,30.1875,1.0343952447739264
1722,32,4,30.875,0.979757085020243
1755,37,5,29.95478622656436,1.0394043509322066
1788,39,6,29.87568132117316,1.0728217946469734
1821,37,5,26.42714823468328,1.3826895061111564
1854,36,2,12.6875,1.7515051997810618
1887,41,3,17.4139329716018,0.809556405126843
1920,44,5,17.17765110097763,0.38104479518052525
1953,42,7,21.9584630963404,0.07806947630007026
35,11,3,24.1875,0.3683345078693916
68,15,1,16.6284066058658,0.39290194714318866
101,18,1,22.7810570979487,0.8242715733972067
134,23,2,27.28125,1.032720753025549
172,27,1,36.0,1.0884773662551441
205,25,3,30.375,2.3703703703703702
238,29,7,34.23093020448244,2.758142783133748
271,31,6,34.2312009198914,2.308778422628792
304,39,7,34.45054466701708,1.5242957991052095
337,47,9,30.5221454008794,0.9424618443099255
370,62,9,25.84038677435028,0.45065739116110354
403,72,6,33.76715776375183,0.16123490412002975
436,67,3,17.71919597411114,0.33019253679484234
472,60,3,36.0,0.13333333333333333
505,54,2,22.1237814281798,0.4285651398365652
538,45,4,30.7875,0.46772228989037756
571,34,5,35.70841121495328,0.7264724357079514
632,32,2,36.0,0.8402777777777778
665,33,5,32.0277266682166,1.4835630392182717
698,34,4,34.83870967741937,1.4199891067538122
731,36,7,28.48811649605636,1.7551177876895288
764,37,5,26.65011079937763,1.4786206970038436
797,42,6,27.1241655540721,1.2798287064382752
830,49,6,21.77615952227863,1.0796304122212168
863,48,4,15.78628358816272,1.2774803236012153
896,47,3,22.640625,0.994258696386356
931,42,5,30.0,0.7682539682539683
964,38,4,17.25,1.47673531655225
997,34,5,36.0,0.8643790849673203
1030,37,5,30.8625,0.9265158232351426
1063,36,3,28.95,1.199385914411821
1096,39,6,31.375,1.4710389212381245
1129,38,5,20.63828107056728,1.9993505153674431
1162,43,4,32.39612853603492,1.1256010494744402
1195,51,7,29.96569415807947,1.100604977908394
1228,52,8,24.79140905270419,1.1309749066240817
1261,54,4,20.25467523483098,0.8850265787080892
1294,57,4,19.35,0.7996736026111791
1327,50,5,25.50040781396988,0.6274409459143915
1360,46,4,18.87940920223392,0.5895541890840356
1393,38,2,10.40416132261277,0.7284534652445941
1427,32,2,13.475,0.7838589981447124
1460,30,4,28.82185764818917,0.45335962817398845
1493,25,1,16.5,0.9503030303030303
1547,20,1,36.0,0.7111111111111111
1580,23,5,34.48066447825495,0.7288268704466839
1613,27,4,21.58125,1.2390728405787774
1646,27,3,23.69526427448718,1.5130386999082233
1679,29,2,18.33843681438887,2.7415565774678035
