帧,流量,密度,平均速度,TPI
1784,66,12,11.09475412781985,12.260776711509997
1817,63,14,3.519009785024084,38.114979019891
1850,56,14,7.826990541861043,13.305606616728433
1883,54,15,9.33165747154785,6.350346595976147
1916,61,13,11.564422029063,1.7719695136678493
1949,59,10,18.95764331395309,0.17881075470913696
35,21,12,20.88664426921262,12.329592355982495
68,28,11,21.41455341301728,8.33878835235855
101,33,10,20.81361128272946,6.432270981724189
134,41,10,19.64088007828886,5.963172258710518
167,53,11,23.44006039648167,3.709179701578978
200,56,9,25.5,3.0938375350140057
233,56,9,23.98434506811827,3.289347985896319
266,61,13,21.91516756457247,3.5920926109033635
299,61,9,19.56055411611026,3.7026675767096897
332,61,9,23.17715339823501,3.259286518434571
365,62,10,22.50298781168116,3.1666045910196607
398,67,11,23.78497379669692,2.4297291756590034
431,72,10,23.70149743687818,2.166998572469778
464,70,10,23.33028171762223,1.9594399359419656
497,70,7,23.04409067229935,1.9837747717785874
530,67,6,19.43208729860209,2.4578519690618412
563,60,9,28.97412954994336,2.329664464419845
596,57,6,19.77679516323701,3.7541782388029445
629,53,9,21.34415511485925,4.244898572810205
662,50,7,22.45990346834814,3.934121984296249
695,51,10,21.33327816060148,3.889715942021127
728,51,9,17.57889745707106,4.12482091659291
761,55,10,25.67348440479841,2.3809496118044637
794,56,9,22.02342652698071,2.5946397157069048
827,56,7,22.03673195049328,2.8588631082654605
860,57,8,20.31292543145278,3.655092137547303
893,53,8,26.57252488938052,3.00494804073679
926,46,8,24.76035292854889,3.3995441537678994
959,44,11,20.4711600554158,4.298730495085887
992,41,12,24.98371756221091,3.9537946087850577
1025,46,9,27.11053443528851,3.542662668274598
1058,44,6,18.58590220862442,6.361126374183315
1091,48,8,21.87336142322098,6.189035026700767
1124,54,10,18.58480812338782,6.937167447194717
1157,59,10,16.97253365564587,7.190081385668102
1190,55,9,14.27204200451582,7.429656078843704
1223,56,9,17.39673022783146,4.929087183453378
1256,63,9,14.19756631382396,4.939366548948781
1289,65,12,12.58648649659654,5.632414392330806
1322,58,6,14.65799712416716,4.554416276940583
1355,53,6,23.36286261194982,3.270793293135973
1388,54,9,22.0738285903116,3.7064170576518873
1421,49,10,16.43732976681715,4.807374998510263
1454,49,8,20.47379605857023,3.0322482687363763
1487,50,7,19.06388337477656,3.191374957764243
1520,56,9,21.55930984575498,2.3920723316466903
1553,54,7,21.6452468209693,2.470818740198894
1586,59,8,25.23966913717496,2.2576782024265336
1619,58,8,24.62572445724585,2.35386038457535
1652,55,7,27.06693672827839,2.3698823102666835
1685,53,9,21.49999939793177,3.713909713479099
1718,54,10,22.8691325357036,3.279529727807078
1751,55,7,24.38015242831607,3.0203405763304194
1784,56,10,25.00155676493152,3.429786425150829
1817,57,11,22.53185191351912,3.738956494052773
1850,61,8,25.48575837477656,1.8576752395933775
1883,63,10,27.83626654150311,1.0264102238290236
1916,60,11,21.50853844321776,0.6199088500844977
1949,62,10,18.09778895049771,0.14437693095844142
35,22,10,16.75706977187401,11.479550958635388
68,31,9,20.74472361816964,6.580763935205574
101,40,10,19.86428896133969,5.799351802835971
134,51,10,20.59542099214609,4.387040265451529
167,63,9,20.65145141297379,3.6908893567808705
200,62,9,20.16888038003706,4.324771866759052
233,63,11,19.78343873884556,4.339046966224184
266,63,10,19.26754514005381,4.628228584721205
299,62,11,19.53447845242444,4.815307271096241
332,60,10,11.83971729123576,8.516532181724836
365,62,9,19.59618968483468,4.624006231983506
398,66,10,13.78865590806729,5.942522207074142
431,69,10,15.16814304035896,5.167198871058911
464,68,12,17.27232657860083,4.783237896924717
497,69,9,25.2855056715249,3.0996734893250095
530,61,10,24.46001523078181,3.908687565195491
563,57,11,18.60243141657051,5.5001299121868685
596,54,12,15.39566690176773,7.2771798553379305
629,49,10,21.19057991561754,5.826616744174358
662,46,10,14.82508393442548,9.19710314559109
695,46,8,17.318417196894,7.872995813463255
728,49,10,16.66163316171967,7.682320139785681
761,55,11,18.68733690910494,5.061278588910951
794,53,9,12.15428444153718,6.010769628190903
827,56,12,13.95418574719815,3.892841155732482
860,57,9,17.63901102910286,2.7232302105851884
893,61,7,18.90405283180057,2.374371585871416
926,57,6,20.86405144933568,3.255830955284882
959,59,7,24.11157649617136,3.9491544237337917
992,68,10,23.78550423909947,4.159725834525095
1025,66,9,20.35211282975443,5.360176115544137
1058,71,13,19.57396791696817,4.84115248284106
1091,71,14,15.58444284728453,4.518771437731456
1124,77,11,16.88287519912567,2.713885003459283
1157,68,11,13.88455177726051,3.2219473005180115
1190,54,8,16.05129865044387,3.691866966640768
1223,53,6,22.45676932024635,3.253210768287995
1256,50,6,24.4622025821497,4.2530920774860625
1289,47,9,23.05227495046886,6.645395723018928
1322,49,10,14.79069558064177,10.607882389860237
1355,50,10,16.79312220673744,9.156129402685531
1388,48,10,17.68946955999716,8.47962113794576
1421,49,11,18.03659405626329,7.35239948763547
1454,58,10,22.36211430832691,4.664601181684528
1487,64,10,13.46582839501498,7.8067978379196505
1520,67,9,17.51909112023988,5.731913245873123
1553,68,10,13.28965773619725,7.9672746313686496
1586,71,14,11.37858793841416,9.825719808690996
1619,65,15,6.585187856899516,17.96105527240206
1652,60,12,10.42566111856441,11.896927391249452
1685,54,10,12.18549656586275,12.449529888564118
1718,55,12,14.75433444727733,10.735828211433157
1751,53,10,15.57529950743404,9.92379232656651
1784,53,10,16.15218882339969,8.41056639995249
1817,52,9,13.47519042872741,8.950922456594586
1850,52,11,18.04058170618979,3.5838005229988332
1883,52,8,13.76971182338125,2.1898676269059103
1916,54,7,16.02865342565597,0.6677855849432127
1949,59,9,22.75250648715362,0.12067957055257636
35,18,9,26.07298696351652,9.818591186280896
68,30,10,23.9052031187382,6.971982870792855
101,40,8,23.6257619312379,4.8760332189618385
134,55,8,26.04068690281775,3.2173428640529647
167,67,12,21.88571465952885,2.8860916852434824
200,74,13,25.3154067567309,2.0668964487569315
233,68,7,14.51676098471133,4.102762564744128
266,62,9,23.94312810529199,3.1041299331616683
299,55,6,17.6656203541609,4.942316723597336
332,55,10,15.61765604836254,6.789518434008617
365,50,12,17.86807023513042,7.273309220851706
398,49,11,20.1300927174094,5.912561349522805
431,50,9,16.32866712781756,6.623933181645815
464,51,11,18.95048889152147,4.968571696702993
497,56,11,20.17800634283319,3.745237625929778
530,60,9,21.07860525882846,2.6583036517496623
563,62,9,24.86882620099165,2.288134765451157
596,63,8,21.33378528585161,2.624944389833094
629,63,8,19.64434351461725,3.4195392238289313
662,58,8,24.97562291432478,2.7958296153985773
695,55,10,24.78523514795669,3.2409324441650478
728,50,9,23.7527368802202,3.8799739358349528
761,58,11,23.91035725604134,3.4626460224619535
794,58,8,28.78858911985847,2.645923823358174
827,61,10,22.73025131367678,3.751770596274843
860,58,10,19.11822868384799,4.6913161598588875
893,59,8,22.13775458998887,3.8281101349903
926,51,8,15.7743169219287,6.215116392772932
959,56,10,23.79611926897293,3.7521124044008016
992,59,11,21.02495774360844,3.561546084674878
1025,65,10,27.42847183402648,2.2716428638359756
1058,67,10,25.23515456949313,2.725409080161878
1091,64,9,21.66227161286585,3.323751141465566
1124,60,8,22.80310515339145,3.2290923906204076
1157,55,7,21.71384785222191,3.6993568930737943
1190,54,12,22.3244092843763,3.6648143192784395
1223,55,9,19.23757872834334,3.177493050994612
1256,57,8,21.43282277161136,2.6193633696982346
1289,60,10,25.51927153383616,2.415168209312453
1322,66,9,25.10806704446774,2.553809180437905
1355,77,7,28.30664060336582,2.026966893761352
1388,70,9,21.99275391578304,3.247822973971027
1421,62,10,20.12737103080272,4.333690988163503
1454,57,11,18.24237507190847,5.200923268404782
1487,50,8,18.65707506145014,5.576436802517392
1520,45,9,23.21989295215057,6.00251594893201
1553,45,8,15.3840825294614,9.71855883019275
1586,47,8,21.09331872232216,7.022491885912239
1619,46,8,22.3924888892868,6.308404137817864
1652,51,11,18.710100359835,6.340289399785897
1685,46,10,18.85887516791902,5.535393994516012
1718,49,11,20.54399494301218,4.388789305888654
1751,50,9,22.38071772460655,3.6191868820607254
1784,49,9,19.49054877544916,4.240673886442946
1817,52,9,23.05511332573322,3.3781926934917124
1850,54,9,21.72508827337499,2.33387791412766
1883,54,10,18.45844809644023,1.4627448558477154
1916,58,9,24.96418160665791,0.39919262719678034
1949,61,8,28.43341892693226,0.07379909750318941
35,20,7,26.41271584062624,5.758589950301519
68,29,8,26.31286002606236,4.405869767403895
101,37,8,18.5863109841721,4.888805795956195
134,45,7,21.14140425538221,3.887053895999214
167,57,9,26.6620437072874,2.90708292210321
200,56,10,25.49138969719098,3.0948825497556434
233,61,8,15.22314655464147,4.757638589908621
266,67,11,19.88886730562171,4.058371785085658
299,60,10,21.46336158531845,4.528647556610498
332,61,8,23.88795428813243,3.855431048840055
365,62,7,23.7688848423772,3.529960549805087
398,62,11,17.5306549295635,5.168825898968433
431,58,11,22.317679742821,3.2694042607565588
464,58,8,16.53886787647517,3.677856710701312
497,60,5,17.65178571428572,3.1743719440229294
530,66,10,23.97414487431573,2.4470806768802897
563,74,6,23.89762383363965,1.809520626162489
596,73,8,24.37904832141919,1.7980856291196003
629,78,11,22.84107348514245,1.6210114226778913
662,72,10,26.44992853312365,1.2864979100100127
695,73,9,27.15977393376249,0.9694030291819996
728,64,7,27.12219961979001,0.9033190649523614
761,70,7,29.53850576249097,0.6538680686689193
794,60,6,23.19028795779752,1.1269085308855014
827,55,6,23.07076717859609,1.514707086891987
860,49,4,23.671875,1.9932376911160503
893,45,5,31.40440899409182,2.0435913247038555
926,40,8,22.21116854448469,4.358167820217485
959,45,9,25.77274309162502,3.809364700868071
992,49,7,20.57336745465611,3.8409078308364935
1025,53,7,20.53806765906372,3.3972808963295225
1058,61,9,22.28105028212127,2.720830035032824
1091,68,10,24.94440616042792,2.0799193457442655
1124,73,6,22.70289841545931,1.9308378884568653
1157,79,8,27.79251927357974,1.606843460591012
1190,82,8,26.70899881129949,1.5350631556677656
1223,83,10,24.90736614543709,1.4714764377586653
1256,82,9,28.33133147275307,1.3774287410894592
1289,79,8,24.72575878613542,1.5573365997372697
1322,87,7,27.89145485146066,1.068180330030924
1355,88,7,30.45865334946713,1.0774666050282216
1388,94,8,21.02564865374992,1.619096454625569
1421,95,7,23.27337169351409,1.23837031484402
1454,89,5,26.21759654296178,1.237696908985289
1487,87,9,22.5873653928629,1.6284152027320753
1520,83,7,27.95498046299148,1.448973436057661
1553,78,6,21.80119215130089,1.977073721630959
1586,70,8,25.75178791012554,2.450870049666312
1619,68,6,18.37068613155281,3.536644617954854
1652,64,9,14.19597638167564,5.725654073707741
1685,68,6,15.46136332573322,4.755687465304352
1718,71,11,24.53576688555059,2.986155108807746
1751,78,8,22.54904503920405,2.1025394347223285
1784,78,11,24.30080824006126,2.0427726168872686
1817,80,9,26.44516517083325,1.5891373613483786
1850,84,9,29.72474564430128,0.8202240877922065
1883,78,5,29.24671646941731,0.4637820651862327
1916,75,10,25.175126038451,0.3431958984754942
1949,78,8,19.81802086846766,0.08280471859007212
35,21,11,24.52531839280192,10.908066726763746
68,29,10,22.3017024412546,8.043301215112816
101,40,11,24.64769678778028,4.481148926448916
134,54,9,25.9513460221488,2.517531586900079
167,68,10,23.52293085598725,1.9017738219581026
200,68,9,21.4227014678096,1.8795344715443991
233,66,8,23.45025095624644,1.5829771796674164
266,68,8,24.66589965634316,1.378421240404927
299,60,8,24.29021405941578,1.4944289873776877
332,57,7,24.81678779038538,1.4478031913269447
365,62,7,21.23531395344247,1.5555342453112755
398,57,6,23.39260912065751,1.8374374537979177
431,53,6,30.02161238493521,1.7207729117312047
464,53,6,22.73817710015014,2.7897558359562646
497,51,9,24.1434150504052,2.7304160778342172
530,44,10,29.10201842724742,2.755197835581953
563,53,8,29.39148679154434,2.1582427154518875
596,58,10,25.47243757162158,2.1659652178152795
629,60,7,20.7560438586563,2.5695326959472906
662,66,9,23.30563993840159,2.185711015618119
695,68,9,25.93225269012641,1.9065515464999592
728,56,7,21.85377506012605,2.359840733673732
761,60,10,29.70661626505348,1.7953351824884225
794,64,8,24.45058242716146,1.9439720972535557
827,69,8,28.17245751233997,1.7295132190657234
860,65,6,25.04857819688023,2.1668664245255727
893,72,9,31.9227014678096,1.6089211986931282
926,78,8,24.62762029316291,2.0156647313101104
959,77,9,27.59405994831891,1.740446100208602
992,78,9,27.60656914339281,1.8808232436772707
1025,85,7,25.07651864612222,1.9854524464390433
1058,82,10,23.57732888187591,2.483783294670517
1091,78,8,21.80030104656351,2.7099131773795238
1124,80,10,23.31164443884807,2.574893425363436
1157,75,9,22.48590613298109,2.5094237400512465
1190,69,9,23.39338539311329,2.509070456779303
1223,69,8,23.76857873270088,2.1511776264629274
1256,69,9,28.41314034233097,1.632231109811856
1289,67,8,30.8671875,1.6256455006667498
1322,64,9,23.51647048369764,2.233806728625213
1355,73,7,27.9361240669374,1.5691373768716874
1388,74,7,30.63253789351027,1.4831429439627863
1421,78,10,26.05940810498062,1.8193143995927943
1454,75,8,28.82219813104862,1.7107184692326163
1487,78,8,25.03468957069303,1.893782476366611
1520,70,9,22.47607932718246,2.242383970368288
1553,72,10,24.88276796534777,2.064123701295515
1586,68,10,28.05221053142983,1.6775442162280525
1619,68,8,22.9658031776103,1.849296883145777
1652,74,9,22.21838748367677,1.576488260129607
1685,76,9,29.34160330417923,1.162351723057922
1718,76,8,25.4003969735085,1.1282459390981578
1751,79,9,28.4998708959383,1.0268756266183994
1784,74,6,23.34375,1.4182857556351531
1817,76,8,33.48408486755353,1.134867509454393
1850,72,6,22.65617496468889,1.1782414501145695
1883,67,7,21.63600284922786,0.8622995914689604
1916,69,11,23.13673941377167,0.4059044007832886
1949,68,9,26.96779751100881,0.08834065667409231
35,17,6,19.48222982615245,9.184840650549258
68,30,8,26.66678722594608,4.202481000696956
101,38,7,21.43221747959071,4.128069542723578
134,50,8,18.56890945439023,3.1105757794701216
167,58,9,24.47461861419682,2.2542706247156787
200,61,7,22.07314841762233,1.925044967521024
233,57,8,23.22267639413475,1.9581586307602084
266,59,5,26.29185711255608,1.490440196377456
299,61,9,24.80156521674525,1.908922355558293
332,59,6,25.44449447290375,1.9237620379724825
365,56,7,18.1856583774262,3.14219347778953
398,49,6,23.16081774552049,2.9624275641661835
431,49,9,26.10261056480813,3.0272990499196126
464,57,9,27.74275562467535,2.676216272079733
497,61,7,20.6007561388613,3.2228643538819495
530,67,8,20.51173941377168,2.946983674794783
563,71,8,19.89583333333333,2.7410367966964095
596,76,10,25.64260670730855,1.8103094260829657
629,78,8,21.78437299597979,1.9786001695122686
662,73,8,25.4336074765241,1.81078498451538
695,73,8,26.24247902229024,1.7549711855129697
728,70,7,24.8184736389135,1.7509998193041705
761,75,10,29.91397303085424,1.4985193247460302
794,72,8,26.00230522110866,1.3086446562497098
827,78,8,30.609375,0.8577898195049803
860,78,7,15.4016894374233,1.4983371253318716
893,80,8,18.47855363045809,1.3001558715288049
926,75,3,20.56473214285715,1.3278396468757911
959,63,4,24.0042407380466,1.810526645461986
992,52,5,19.58692956032875,3.1418125719459966
1025,44,6,20.19641792364646,3.4231992969118092
1058,47,9,24.94055769200899,2.33576650002503
1091,52,7,21.5114298298402,1.8308692493319005
1124,60,8,24.7666013382091,0.9098274335513952
1157,63,6,26.55,0.6325292200998416
1190,62,5,24.74663954374802,0.5748581105917028
1223,61,5,22.70499679356766,0.5212978306662284
1256,49,4,29.5,0.3542026980283639
1289,46,5,26.45324432084074,0.3698075206580658
1322,40,3,36.0,0.2722222222222222
1355,39,3,25.82526242781114,0.8757078336996948
1388,33,2,36.0,1.2272727272727273
1421,29,2,26.25,2.8610837438423644
1454,25,4,29.62918193669628,3.6963558505932785
1487,34,10,27.73880922331772,3.392995218399881
1520,44,10,22.24486048331428,2.950630492180296
1553,56,9,27.6584682297488,1.6734735235963087
1586,62,6,24.39559624546791,1.7136884539425765
1619,69,6,25.33827611220637,1.401328417907107
1652,68,8,22.51513040239745,1.6929791823353018
1685,73,7,20.96811526857366,1.693373432007264
1718,71,9,27.42459136685781,1.3311790781188928
1751,70,6,27.50315889368728,1.1312986204441877
1784,87,9,28.86962836107726,0.9205076113659585
1817,83,8,21.44034874264034,1.2239056449316954
1850,78,7,25.0251168224299,0.6403822663188254
1883,75,5,26.49369763556704,0.3261152942426973
1916,70,6,28.88796840719443,0.16714818295664202
1949,65,7,27.93777260727725,0.05396608845257703
35,23,9,30.83725554553701,1.4917021371137373
68,32,6,22.23200466566157,1.6192871736665195
101,35,3,28.18189923958003,1.1679229080508275
134,40,4,29.62918193669628,1.0547034361855367
167,43,2,7.64713511761214,5.474006209184156
202,43,7,24.15233282507431,2.226180065084445
235,41,7,17.52442956032875,2.6750113958978075
268,39,4,22.125,1.9492974069245255
301,50,10,31.54889068882499,0.924279724685497
334,60,7,32.55894872078969,0.49551149429563135
367,60,5,25.54810163079435,0.47100694631764656
400,58,5,29.578125,0.33692187186913675
433,53,2,24.1875,0.5054848617814831
466,50,4,28.38578868098627,0.6214377271051782
499,46,5,31.125,0.8046097433211106
532,37,3,28.8125,1.5777686580289618
565,35,5,32.925,1.7771992623928843
598,35,5,30.78811930589346,2.021187809827008
631,41,7,23.13536844760436,2.296135950452646
664,53,10,23.94728936444034,1.4182091189566712
697,57,6,30.06980118307722,0.7888079505814245
730,66,7,28.49317956032875,0.8337986888151155
